Discussion ID A,Argument ID A,Discussion ID B,Argument ID B,Comparison
7102,2,537,54,B
4864,10,537,5,B
40287,1,20583,4,A
5533,7,1151,47,B
1058,11,1151,30,B
29978,11,7075,6,B
24852,3,24852,8,A
22177,22,40996,14,Tie
537,54,9936,1,A
4864,10,1151,2,A
41643,2,1058,11,Tie
20583,4,1151,15,B
42414,12,33586,12,B
40996,14,1058,11,Tie
1058,11,9916,4,A
18018,3,1058,11,A
1151,12,1058,11,B
7075,6,1151,30,A
18108,9,1151,15,A
12749,25,63,6,A
29978,11,41643,2,A
7102,2,9936,1,A
12422,2,33586,12,B
1151,47,22797,7,Tie
1151,30,4864,10,A
32845,16,34518,40,A
1039,8,1151,47,B
1151,3,537,5,B
1151,2,1151,47,B
34518,40,22797,7,Tie
33586,12,1151,19,B
1151,10,1151,18,Tie
18018,3,40996,14,A
28420,7,37168,3,A
37231,5,42414,12,B
5533,7,28420,7,Tie
571,5,9936,1,A
12749,25,1151,18,A
63,6,41643,2,Tie
571,5,1151,3,A
28420,7,24852,3,Tie
37168,3,18108,9,B
5533,7,33,5,B
18018,3,9034,6,Tie
29546,9,33586,12,B
1039,8,537,5,A
63,6,1151,10,A
1151,12,41643,2,B
2430,1,9936,1,Tie
14667,1,22177,22,Tie
537,53,20583,4,Tie
37168,3,22177,22,Tie
4864,10,1039,8,A
12167,7,14667,1,B
7102,2,40287,1,A
1151,30,1151,19,A
25233,17,17369,62,B
28514,10,17062,10,A
7474,8,35098,5,A
7832,1,29978,6,Tie
28774,12,6910,3,A
35456,16,25233,21,B
42955,13,13720,7,A
5220,3,17369,57,A
29978,6,30106,2,A
35456,19,29704,2,B
17992,21,29704,5,B
6723,6,35456,30,A
7474,2,35098,17,A
3834,1,32053,4,B
35456,27,35456,28,A
30771,13,25233,17,A
5220,4,25233,21,B
28498,1,35456,27,Tie
30106,2,23029,13,B
6723,3,25233,28,B
7474,8,17427,5,B
10168,2,35456,28,A
35098,8,40583,6,A
7832,1,13720,7,B
17369,9,35098,5,B
8624,6,35456,28,A
29704,5,28514,5,Tie
17992,16,17369,57,A
35456,25,29704,5,B
29978,6,13720,7,B
40583,6,28514,10,B
7474,2,6910,6,A
40583,3,35456,19,Tie
10168,2,28498,4,A
35456,30,5220,3,Tie
28498,2,35456,27,A
8624,6,6723,6,B
35456,27,35098,8,A
7474,2,21022,2,B
7832,1,29704,2,A
30106,2,28498,1,A
6723,6,17369,57,A
7832,3,5220,4,Tie
35456,15,6910,3,A
40583,3,17427,5,B
17369,62,6910,6,B
13720,9,40583,6,A
7832,2,35098,17,B
17062,10,17369,57,Tie
13147,10,35456,27,A
35456,16,23029,13,B
7832,2,13720,7,A
23029,13,3834,1,A
17369,9,17369,57,Tie
32053,4,6723,6,Tie
28498,4,35098,8,A
6910,6,35098,17,B
5220,3,35098,5,A
30106,2,5220,4,A
35098,11,35456,15,A
35456,19,29978,6,Tie
3529,15,35456,28,B
40583,3,34929,2,A
13720,7,10196,7,B
13720,7,7832,3,A
5220,3,17369,62,A
29978,6,25233,21,A
30106,2,28498,2,B
17369,9,35098,17,A
10725,3,35098,5,A
3834,1,28514,10,B
5220,4,17369,49,A
25233,57,29978,6,B
5585,4,28498,2,B
25233,57,35456,16,B
35098,11,537,44,B
18251,6,7832,3,A
28774,12,40583,3,B
28774,12,29704,2,B
7474,2,13720,7,A
28498,1,35456,20,B
7832,2,25233,57,A
19384,24,35456,25,A
10168,2,35456,25,B
35456,30,17369,9,A
35456,16,19384,24,B
13720,9,35456,25,A
25233,28,5220,3,B
17992,21,35098,11,B
19384,24,28498,4,A
7832,3,13147,10,B
28774,12,7474,8,Tie
26969,1,29704,5,A
42955,13,35098,5,A
23029,13,35060,4,B
30106,2,35456,16,B
30106,2,13147,10,Tie
6910,3,35098,5,Tie
7474,8,10692,4,B
7832,3,28498,2,B
29978,6,17917,25,A
7832,2,18251,6,A
35456,16,5585,4,B
6723,6,6723,3,A
28498,4,13720,9,A
19384,24,35456,20,Tie
7832,1,35456,19,B
28774,12,34929,2,A
28514,5,35456,15,B
13720,9,35456,28,A
26969,1,17992,21,A
8624,6,35456,30,A
40583,3,25233,57,A
25233,28,35098,17,A
35060,4,35456,27,B
7474,8,18251,6,A
17369,49,28498,4,B
6723,3,537,44,B
32053,4,6723,3,A
40583,3,6910,6,B
6910,6,34929,2,A
28498,2,35456,25,B
7474,2,29704,2,B
28774,12,7832,1,B
40583,3,18251,6,A
17427,5,35098,17,B
17062,10,17369,62,A
28498,2,35456,20,B
35456,25,40583,6,A
5220,3,25233,17,A
10725,3,6910,3,A
17917,25,35456,20,A
21022,2,35098,17,B
13147,10,23029,13,Tie
28774,12,10725,3,Tie
6723,6,17992,16,A
25233,21,28498,1,A
7474,8,7832,2,B
17369,57,10725,3,A
13147,10,3529,15,A
29704,2,30106,2,A
29704,5,35098,11,Tie
28514,5,25233,28,B
28498,2,3529,15,B
3529,15,35098,8,A
25233,17,6910,6,A
28498,1,3529,15,B
25233,28,35456,15,B
17369,57,6910,6,A
23029,13,35456,20,B
21022,2,29978,6,B
28498,4,3529,15,B
6723,6,537,44,B
35456,15,17369,9,B
25233,57,13720,7,B
35456,25,3834,1,B
10168,2,35098,8,B
26969,1,32053,4,A
17992,16,6910,3,A
35456,15,34929,2,A
6723,3,5220,3,B
13720,7,30106,2,Tie
35456,30,17369,57,A
17992,21,28514,5,B
35098,11,35456,30,A
3529,15,29704,5,B
35060,4,35456,20,A
5585,4,28498,1,A
30771,13,537,44,Tie
32053,4,28514,5,B
28498,2,17369,49,Tie
13147,10,3834,1,B
21022,2,13720,7,A
35456,19,35456,16,A
17992,21,35098,8,A
13720,9,3834,1,A
28514,5,35098,11,A
40583,3,21022,2,Tie
6723,6,35456,15,A
18251,6,17917,25,Tie
537,44,17369,9,A
28514,5,17369,57,A
26969,1,28514,10,Tie
10196,7,19384,24,Tie
5220,4,13147,10,B
35456,15,35098,17,A
35456,30,17062,10,A
29978,6,5220,4,A
35456,25,26969,1,B
13147,10,28498,1,B
7832,3,17369,49,A
19384,24,3834,1,A
35456,16,5220,4,B
17917,25,23029,13,B
17992,16,34929,2,B
21022,2,10725,3,B
35060,4,28498,2,A
35098,8,35098,11,B
40583,3,10692,4,A
32053,4,30771,13,A
17062,10,5220,3,B
17427,5,6910,3,A
25233,17,35098,17,B
29704,2,5220,4,A
17369,62,6910,3,A
5220,4,19384,24,B
25233,57,10196,7,B
28514,10,28514,5,A
35456,19,17917,25,A
25233,21,28498,2,A
28514,5,537,44,B
35456,28,30771,13,B
25233,21,19384,24,B
17369,9,10725,3,A
17992,21,17062,10,B
13147,10,28498,2,B
40583,3,29978,6,B
21022,2,35456,19,B
21022,2,6910,3,A
25233,28,17992,16,B
7832,3,17917,25,Tie
26969,1,40583,6,A
17369,57,35098,5,B
26969,1,35098,8,B
5220,3,34929,2,Tie
35456,15,6910,6,B
10692,4,7832,3,B
30771,13,17369,9,A
34929,2,10725,3,B
28498,2,10168,2,A
10692,4,18251,6,A
28498,1,3834,1,B
25233,57,30106,2,A
28514,5,17992,16,B
29704,2,13720,7,B
28514,5,35456,30,Tie
13720,9,29704,5,A
35456,30,35456,15,A
8624,6,17062,10,A
35456,19,10196,7,B
13720,9,32053,4,B
28498,1,10168,2,B
7832,2,29978,6,B
7474,8,25233,57,A
25233,57,25233,21,B
7474,2,17427,5,Tie
42955,13,10725,3,A
35456,16,17369,49,B
7474,2,35098,5,A
6723,6,17369,9,Tie
35456,25,35098,8,B
42955,13,7832,1,Tie
35456,28,28514,10,A
3834,1,40583,6,B
28774,12,42955,13,A
25233,28,34929,2,Tie
17992,16,35098,5,Tie
7474,8,34929,2,A
17992,16,10725,3,Tie
28498,4,29704,5,A
18251,6,29704,2,A
10196,7,35456,16,B
13147,10,35060,4,A
28498,1,28498,2,Tie
10692,4,25233,21,A
10196,7,35060,4,Tie
28514,10,6723,6,B
29978,6,29704,2,A
6723,6,5220,3,Tie
23029,13,3529,15,Tie
30771,13,17992,16,Tie
13720,9,35456,27,B
23029,13,13720,9,B
25233,21,17369,49,A
40583,3,29704,2,Tie
35098,8,28514,5,A
25233,28,10725,3,A
17917,25,19384,24,Tie
17427,5,25233,57,B
21022,2,18251,6,A
10692,4,5220,4,A
25233,17,10725,3,A
35456,20,35456,25,A
35456,27,17992,21,B
6723,6,17062,10,Tie
10692,4,5585,4,B
35060,4,19384,24,Tie
17917,25,13147,10,A
25233,28,35098,5,A
17992,16,6910,6,A
3834,1,35098,8,B
10196,7,35456,20,A
35456,19,5585,4,A
10196,7,5220,4,Tie
35456,28,17992,21,A
35060,4,3529,15,B
7832,3,35456,20,A
35456,28,35456,30,B
30771,13,25233,28,A
35456,16,35456,20,A
19384,24,17369,49,A
13720,7,5220,4,A
7474,8,29704,2,A
10168,2,3834,1,A
7832,1,5220,4,A
28514,5,6723,3,A
8624,6,6723,3,B
28774,12,21022,2,A
35098,8,537,44,A
25233,57,10692,4,Tie
10692,4,10196,7,A
17427,5,29978,6,A
10692,4,13720,7,B
35456,28,17062,10,Tie
23029,13,35456,25,A
42955,13,17427,5,Tie
17917,25,17369,49,Tie
35456,19,10692,4,B
35060,4,26969,1,B
13720,9,3529,15,A
35098,11,17369,57,B
6910,3,35098,17,A
25233,21,35456,20,A
35456,15,5220,3,B
29978,6,18251,6,A
17992,16,17369,62,A
40583,6,537,44,B
35060,4,13720,9,B
25233,17,35098,5,A
6723,6,17369,62,A
537,44,35456,30,B
32053,4,537,44,B
17427,5,6910,6,A
6723,3,30771,13,B
8624,6,40583,6,A
25233,17,17369,9,Tie
35456,15,25233,17,Tie
28514,10,35456,30,A
10196,7,28498,1,B
6910,6,10725,3,B
10692,4,30106,2,Tie
35456,28,35098,8,A
21022,2,17427,5,A
42955,13,35456,19,A
28774,12,25233,57,A
6723,3,17369,57,A
10168,2,32053,4,A
7832,2,7832,1,Tie
40583,6,30771,13,Tie
7832,3,23029,13,B
13147,10,10168,2,Tie
13147,10,13720,9,B
40583,6,28514,5,A
28498,2,13720,9,B
6723,6,30771,13,B
7474,8,42955,13,A
17427,5,35098,5,Tie
35060,4,17369,49,Tie
17369,57,6910,3,B
29704,2,35456,16,B
28514,5,17369,62,A
10168,2,29704,5,Tie
7832,3,25233,21,Tie
42955,13,21022,2,A
21022,2,25233,57,B
35060,4,35456,25,A
40583,3,35098,17,A
8624,6,32053,4,Tie
35456,28,29704,5,B
21022,2,29704,2,B
13720,7,17917,25,B
10196,7,5585,4,A
17917,25,35060,4,B
28774,12,7474,2,B
32053,4,17062,10,A
17992,21,6723,6,A
10692,4,29704,2,A
32053,4,40583,6,A
13147,10,35456,20,A
10168,2,26969,1,A
7474,8,7832,1,B
10725,3,35098,17,B
28514,5,25233,17,A
13720,7,25233,21,A
25233,21,13147,10,Tie
17369,62,35098,17,B
29704,2,10196,7,Tie
10692,4,17917,25,B
26969,1,3529,15,B
28498,2,26969,1,B
28498,4,40583,6,B
7474,8,10725,3,A
23029,13,26969,1,A
537,44,17062,10,A
25233,17,17369,57,Tie
7474,2,35456,19,A
7474,8,13720,7,B
35098,8,28514,10,A
3834,1,8624,6,Tie
35098,8,35456,30,A
35456,30,25233,17,A
17992,16,17369,9,A
29704,5,28514,10,B
7832,1,35456,16,B
10168,2,28514,10,A
7474,2,34929,2,Tie
7474,2,25233,57,A
17427,5,18251,6,A
35456,15,17369,57,A
40583,3,6910,3,B
17992,21,6723,3,A
35456,27,26969,1,Tie
8624,6,29704,5,B
10196,7,23029,13,B
19384,24,28498,1,A
35456,19,18251,6,A
40583,3,7832,1,A
35456,27,8624,6,A
26969,1,8624,6,A
25233,57,7832,3,B
28774,12,35098,17,B
17992,21,40583,6,B
7474,8,40583,3,B
13147,10,26969,1,B
7474,8,21022,2,A
17917,25,5585,4,A
35456,25,28514,10,Tie
17992,21,35456,30,A
30771,13,35456,30,Tie
28498,4,28514,10,B
28514,5,17369,9,B
17992,21,30771,13,B
5220,4,35060,4,B
29704,5,35456,30,A
7832,2,6910,3,B
17369,49,13720,9,B
13720,7,35456,16,Tie
35098,8,30771,13,B
35456,28,35098,11,A
26969,1,35456,28,B
28514,10,6723,3,A
17062,10,25233,28,B
537,44,35456,15,A
28498,4,32053,4,B
35456,28,537,44,B
35456,27,35456,25,Tie
28514,5,5220,3,B
28774,12,29978,6,Tie
8624,6,28514,5,B
35098,8,6723,6,Tie
21022,2,6910,6,A
17369,9,34929,2,Tie
7474,8,6910,6,A
35456,28,6723,3,A
8624,6,17992,21,A
6723,6,25233,28,A
28498,1,35456,25,A
34929,2,6910,3,B
34929,2,35098,5,Tie
5220,4,28498,1,A
40583,6,6723,3,Tie
30771,13,17062,10,A
3529,15,32053,4,Tie
17369,57,17369,62,Tie
7832,3,28498,1,A
17369,49,3834,1,B
5220,3,6910,6,A
35098,8,6723,3,Tie
25233,17,6910,3,Tie
3834,1,29704,5,Tie
17369,57,35098,17,B
35456,28,28514,5,B
32053,4,29704,5,B
5585,4,13147,10,A
35456,25,35456,28,B
17427,5,10725,3,B
5220,4,35456,20,Tie
35456,19,25233,21,B
17427,5,34929,2,B
17369,49,10168,2,B
7832,2,29704,2,A
537,44,17992,16,B
25233,28,25233,17,Tie
7474,2,10692,4,A
35456,16,17917,25,A
18251,6,30106,2,B
5220,4,17917,25,B
6723,3,17992,16,A
32053,4,28514,10,Tie
10196,7,17369,49,A
28498,4,26969,1,B
35456,25,8624,6,Tie
3834,1,17992,21,A
17369,49,26969,1,B
35456,27,40583,6,A
40583,3,10725,3,A
25233,57,5585,4,Tie
28498,1,13720,9,B
7474,8,35456,19,A
42955,13,29978,6,B
30106,2,10196,7,B
19384,24,13720,9,B
28774,12,6910,6,Tie
35456,15,17369,62,Tie
7832,2,35456,19,Tie
7832,2,7474,2,B
7832,1,30106,2,A
40583,3,7474,2,Tie
25233,57,18251,6,A
35456,16,28498,2,A
13147,10,19384,24,B
7832,2,6910,6,B
28498,4,8624,6,A
23029,13,35456,27,Tie
40583,6,6723,6,B
17992,16,5220,3,B
29978,6,5585,4,A
35456,20,13720,9,A
10692,4,29978,6,B
35456,27,29704,5,A
10168,2,35456,27,Tie
35456,28,6723,6,B
28514,5,6723,6,A
17062,10,35456,15,B
537,44,5220,3,B
28498,1,28498,4,Tie
6723,3,17369,62,A
10196,7,17917,25,A
6723,3,35456,15,Tie
35098,11,30771,13,A
6723,3,35456,30,A
7832,2,34929,2,A
29704,5,6723,6,B
13720,9,26969,1,B
32053,4,35456,30,A
17369,9,6910,6,Tie
7832,2,40583,3,Tie
17369,49,3529,15,B
35098,11,17369,9,A
40583,6,17062,10,A
23029,13,19384,24,B
35098,11,25233,17,A
42955,13,7474,2,Tie
5585,4,35456,20,B
8624,6,30771,13,A
13720,9,35098,8,A
17369,62,34929,2,A
25233,28,17369,57,B
5220,3,17369,9,A
35060,4,28498,1,B
21022,2,35098,5,A
23029,13,10168,2,A
35456,27,28514,10,B
29978,6,10196,7,B
17992,16,35456,15,B
17917,25,28498,1,A
8624,6,28514,10,B
42955,13,35098,17,A
7832,1,7832,3,B
7832,2,10692,4,A
28774,12,35098,5,A
10196,7,7832,3,B
25233,57,7832,1,B
17917,25,28498,2,A
30106,2,17369,49,B
25233,21,23029,13,B
3529,15,28514,10,A
42955,13,10692,4,Tie
35456,20,3834,1,A
29704,5,35098,8,Tie
13720,9,28514,10,Tie
537,44,25233,17,A
42955,13,25233,57,A
7474,2,18251,6,A
7474,8,6910,3,A
10196,7,13147,10,A
13147,10,35456,25,B
5220,3,35098,17,B
6723,3,17369,9,B
30771,13,35456,15,Tie
35456,20,28498,4,Tie
17427,5,7832,1,A
35456,16,28498,1,Tie
28498,2,3834,1,A
35456,25,32053,4,Tie
17992,21,28514,10,A
7832,1,25233,21,B
17992,16,35098,17,B
7832,1,17917,25,A
6723,3,17062,10,Tie
17369,9,6910,3,B
6723,6,25233,17,A
537,44,17369,57,B
537,44,25233,28,A
25233,28,17369,62,A
19384,24,35456,27,B
19384,24,10168,2,Tie
29978,6,7832,3,B
30106,2,35060,4,B
10168,2,40583,6,B
42955,13,18251,6,A
17369,49,35456,27,A
30106,2,5585,4,A
35456,27,32053,4,Tie
35456,19,13720,7,B
23029,13,28498,2,A
29704,5,40583,6,A
17427,5,29704,2,B
28498,4,35456,25,B
35098,11,17369,62,A
28774,12,7832,2,B
29978,6,35456,16,A
17062,10,17992,16,Tie
5220,3,6910,3,A
35456,20,26969,1,B
17369,9,17369,62,Tie
7832,2,35098,5,A
7832,3,19384,24,B
35456,30,17369,62,A
35456,27,3529,15,A
21022,2,7832,1,A
17992,21,537,44,A
35456,15,35098,5,A
35456,25,3529,15,B
3834,1,26969,1,A
18251,6,13720,7,B
32053,4,17992,21,A
8624,6,35098,8,B
6910,6,35098,5,Tie
17427,5,10692,4,B
29704,5,537,44,A
32053,4,35456,28,Tie
35456,19,30106,2,B
3834,1,3529,15,A
30106,2,17917,25,B
21022,2,10692,4,B
3834,1,35456,28,Tie
7474,2,10725,3,A
537,44,17369,62,A
35456,20,3529,15,A
7474,8,7474,2,Tie
18251,6,5220,4,A
7832,1,10692,4,A
35060,4,10168,2,B
7832,3,5585,4,B
10196,7,28498,2,A
25233,21,5585,4,B
7832,1,18251,6,A
29704,5,6723,3,Tie
7832,2,21022,2,Tie
23029,13,28498,1,A
7474,2,6910,3,A
13720,9,17992,21,B
17369,57,34929,2,A
29704,2,5585,4,B
25233,57,35456,19,B
25233,57,5220,4,A
28774,12,18251,6,Tie
17062,10,17369,9,A
7832,2,10725,3,A
10168,2,13720,9,B
40583,3,13720,7,A
17992,16,25233,17,B
35456,20,17369,49,A
29704,5,30771,13,A
7832,1,5585,4,A
35456,16,35060,4,A
10196,7,25233,21,B
19384,24,3529,15,A
28774,12,13720,7,A
25233,57,29704,2,A
28774,12,10692,4,A
10168,2,3529,15,A
13720,9,8624,6,B
7832,2,42955,13,A
35456,15,10725,3,B
29704,2,7832,3,B
17427,5,13720,7,A
34929,2,35098,17,A
7832,2,17427,5,A
28514,5,17062,10,A
42955,13,6910,3,A
10168,2,17992,21,A
5220,4,23029,13,B
35098,17,35098,5,A
25233,21,35060,4,Tie
30106,2,35456,20,B
30771,13,17369,62,B
28498,1,17369,49,B
3529,15,8624,6,B
35456,16,13147,10,Tie
17369,62,10725,3,A
28498,4,17992,21,B
35098,11,17062,10,B
35098,11,17992,16,Tie
5585,4,35060,4,B
35456,28,40583,6,B
35456,30,25233,28,A
35456,30,17992,16,A
28514,5,30771,13,A
5220,4,5585,4,B
7474,8,29978,6,A
5220,4,28498,2,B
29704,2,17917,25,A
35098,11,6723,3,A
7832,3,35456,16,Tie
17427,5,35456,19,A
32053,4,35098,8,A
40583,6,35098,11,B
42955,13,40583,3,B
7832,1,10196,7,B
35098,8,17062,10,A
28498,4,35456,28,B
32053,4,35098,11,A
35456,20,35456,27,A
8624,6,537,44,A
29704,5,17062,10,B
21022,2,34929,2,A
25233,21,17917,25,A
40583,3,35098,5,Tie
30106,2,25233,21,A
42955,13,29704,2,A
28498,4,3834,1,B
35060,4,28498,4,A
17062,10,25233,17,B
35060,4,3834,1,B
5585,4,23029,13,A
25233,28,17369,9,A
35456,27,3834,1,Tie
6723,3,25233,17,A
18251,6,5585,4,A
7474,8,35098,17,B
30106,2,7832,3,Tie
13147,10,28498,4,A
35456,19,5220,4,A
28514,10,537,44,Tie
25233,28,6910,6,A
5220,3,10725,3,A
23029,13,17369,49,B
10692,4,35456,16,Tie
42955,13,34929,2,B
30771,13,17369,57,A
7474,2,7832,1,A
18251,6,25233,21,A
3529,15,40583,6,A
25233,57,17917,25,B
7474,2,29978,6,B
40583,6,35456,30,Tie
28774,12,35456,19,B
29704,2,25233,21,Tie
28514,10,35098,11,A
10168,2,8624,6,B
35456,20,10168,2,Tie
19384,24,26969,1,B
18251,6,10196,7,B
25233,28,6910,3,A
5585,4,17369,49,A
5585,4,19384,24,A
23029,13,28498,4,Tie
18251,6,35456,16,B
28498,2,28498,4,Tie
35456,19,7832,3,B
17369,49,35456,25,Tie
35098,11,6723,6,Tie
35456,25,17992,21,A
13720,7,5585,4,A
28514,10,30771,13,A
30771,13,5220,3,A
8624,6,35098,11,A
6910,6,6910,3,A
7832,3,35060,4,Tie
28498,4,35456,27,B
13147,10,17369,49,A
35098,11,5220,3,A
30106,2,19384,24,B
3529,15,17992,21,B
19384,24,28498,2,B
42955,13,6910,6,B
28774,12,17427,5,B
28498,1,26969,1,Tie
25233,17,34929,2,Tie
35098,11,25233,28,A
17369,62,35098,5,Tie
37174,2,2889,2,Tie
31038,6,13538,4,B
13557,2,32236,4,B
19740,12,19740,68,B
39477,1,7851,1,B
19740,14,19740,90,B
19740,21,19740,29,B
17781,6,32236,4,B
33371,6,39477,2,A
39477,2,33750,4,A
19740,12,19740,29,A
28265,3,4186,1,A
19740,77,17781,5,B
31038,6,14435,2,B
19740,7,19652,10,B
28265,6,2889,2,Tie
13538,4,17781,2,B
28265,2,35082,2,B
19740,28,19740,6,Tie
35082,2,5777,2,B
4718,1,32236,4,Tie
15859,9,19652,10,Tie
28265,6,18344,7,A
19740,64,19740,73,B
19740,68,35082,2,A
4718,1,39477,1,Tie
380,5,15931,5,B
19740,68,28265,2,B
33373,5,42123,1,Tie
28265,3,19652,1,B
28265,6,34833,2,B
19740,21,28265,2,B
19740,5,19740,28,B
19740,4,35082,1,B
33373,6,380,5,A
33373,8,17781,6,Tie
13538,4,33373,2,Tie
28265,2,5777,2,B
26412,3,33373,8,A
19740,68,15859,9,A
32236,9,37174,2,Tie
19740,4,35082,6,B
33371,3,14506,2,B
3927,6,19740,90,A
19740,29,35082,6,A
14435,2,33373,2,B
32236,9,39477,1,B
17781,6,13538,4,A
19740,21,35082,2,B
15859,4,12031,2,B
10611,3,34833,2,A
17781,1,15859,7,A
39477,2,32236,9,A
31038,2,39470,1,A
39477,2,13557,1,A
19740,73,19740,77,Tie
15859,9,35082,6,A
33373,1,19740,28,A
7851,1,17781,2,A
19740,68,35082,6,B
17781,2,19740,14,A
28265,1,32236,4,Tie
17781,2,19740,5,A
33373,10,4186,1,A
32236,9,4718,1,B
19740,28,380,1,B
33373,10,33371,3,A
10611,3,39477,1,Tie
2889,2,3927,6,Tie
31038,6,33564,4,A
15931,5,15859,5,A
19652,10,17781,5,A
14506,2,28265,1,A
2889,2,33373,2,A
15859,4,13557,1,A
37174,2,13538,4,A
13557,2,32236,9,Tie
23959,1,30183,1,Tie
33373,2,19740,64,A
15859,4,30183,1,A
4186,1,39477,1,B
4186,1,4718,1,A
4186,1,28265,6,A
15859,7,19740,64,A
37174,2,31038,6,A
37174,2,28265,6,A
28265,3,26412,3,A
4718,1,34833,2,B
15859,9,35082,1,B
19740,29,35082,2,A
7851,1,13538,4,A
37174,2,17781,6,Tie
12031,2,30183,1,A
30183,1,4186,1,A
33371,3,28265,1,A
17781,6,31038,2,B
15859,4,33371,6,A
18344,7,33373,1,A
31038,6,39470,1,A
19740,21,35082,6,A
19740,21,33373,7,Tie
19740,4,380,1,Tie
19740,73,19740,6,Tie
13557,1,28265,1,B
33373,5,33373,10,A
10611,3,2889,2,Tie
28265,2,35082,6,B
34833,2,17781,2,B
26412,3,28265,1,A
33371,3,19652,1,Tie
33373,10,28265,1,A
19740,5,19740,29,A
33373,5,33750,4,A
4718,1,31038,6,B
35082,2,17781,5,A
33373,6,15859,5,B
19740,68,33373,7,B
37174,2,14435,2,A
14506,2,33373,8,A
19740,21,19740,68,B
19740,4,28265,2,B
19740,77,15859,9,B
3927,6,19740,64,A
19740,64,19740,28,Tie
33373,2,19740,5,A
2889,2,39470,1,A
19740,68,19740,29,B
33371,6,12031,2,A
17781,1,3927,6,A
39477,2,13557,2,B
19740,64,19740,5,B
30183,1,32236,9,B
26412,3,4718,1,A
33373,8,18344,7,B
30183,1,26412,3,A
10611,3,31038,2,B
28265,3,28265,1,A
32236,9,17781,6,A
19652,10,33373,7,A
12031,2,5777,2,B
33373,1,33373,2,B
13557,2,37174,2,Tie
380,1,28265,2,B
26412,3,19652,1,A
23959,1,14506,2,B
3927,6,33373,2,Tie
33373,8,31038,2,B
2889,2,7851,1,B
37174,2,39477,1,A
13557,2,39477,1,B
33371,6,30183,1,A
14435,2,33564,4,B
19740,64,380,1,B
30183,1,13557,2,B
14506,2,39477,1,A
13538,4,33564,4,A
380,1,17781,5,Tie
33371,3,33373,8,A
19740,90,19740,21,B
19740,64,19740,4,B
28265,3,13557,2,B
28265,3,33750,4,B
17781,2,33373,2,B
15931,5,33373,10,A
33373,2,19740,12,Tie
380,5,13557,1,A
3927,6,19740,14,A
19740,14,19740,85,Tie
23959,1,26412,3,B
4718,1,14435,2,B
33373,10,13557,2,Tie
19740,77,19740,7,A
15859,5,26412,3,B
2889,2,33373,1,Tie
39477,2,33373,10,A
42123,1,30183,1,Tie
33373,1,19740,90,A
33373,6,28265,3,B
4186,1,32236,4,Tie
32236,4,2889,2,B
13557,1,13557,2,A
33373,10,32236,9,Tie
33373,10,13557,1,A
19652,1,17781,6,A
15931,5,13557,1,Tie
19740,14,19740,4,B
39477,2,30183,1,A
19740,6,19740,29,A
19740,28,19740,7,A
32236,4,18344,7,A
28265,6,32236,4,A
19740,14,380,1,Tie
3927,6,19740,73,A
19740,85,19740,90,A
10611,3,18344,7,Tie
33750,4,26412,3,B
26412,3,32236,4,Tie
15859,5,19652,1,B
17781,2,3927,6,Tie
19740,14,19740,12,B
28265,3,33371,3,A
17781,2,19740,73,A
19740,73,19740,7,Tie
380,1,35082,6,A
33371,3,10611,3,B
380,5,33373,10,A
380,5,33371,6,B
15931,5,39477,2,B
17781,2,19740,64,A
7851,1,33373,2,A
15859,9,17781,5,B
17781,6,31038,6,B
37174,2,32236,4,A
28265,1,10611,3,Tie
15859,7,19740,12,A
15859,7,19740,14,A
17781,1,19740,14,A
28265,3,14506,2,Tie
17781,6,4718,1,A
31038,2,33564,4,A
380,1,15859,9,Tie
19740,6,19740,21,B
33371,6,23959,1,B
33564,4,39470,1,Tie
19740,6,35082,6,B
33371,3,28265,6,B
15931,5,33750,4,Tie
33373,6,33373,5,B
19740,14,19740,73,Tie
15931,5,28265,3,B
18344,7,3927,6,A
19740,6,380,1,B
33373,5,23959,1,B
31038,6,33373,2,Tie
19740,85,380,1,B
19740,7,28265,2,B
19740,6,19652,10,A
19740,4,19740,68,A
19740,21,35082,1,B
33564,4,17781,2,B
33373,2,19740,90,A
39477,2,28265,3,A
28265,1,33373,8,A
31038,2,34833,2,A
34833,2,33564,4,B
19740,7,19740,68,A
17781,6,2889,2,A
33373,2,19740,73,Tie
19740,68,17781,5,B
33373,1,19740,5,A
30183,1,28265,1,A
33371,3,4718,1,A
19740,77,35082,2,B
19740,14,19740,7,B
15859,4,28265,3,A
3927,6,19740,12,A
42123,1,13557,1,Tie
28265,6,10611,3,Tie
33373,5,30183,1,B
39470,1,19740,14,A
28265,2,35082,1,B
33373,8,34833,2,B
19740,6,28265,2,B
19740,64,19740,6,Tie
32236,4,14435,2,A
33371,3,17781,6,A
35082,1,17781,5,B
19740,85,19740,6,B
19740,12,19740,4,B
33371,6,33373,10,A
19740,64,19740,21,Tie
33371,3,32236,4,Tie
33373,7,5777,2,B
33373,5,5777,2,Tie
18344,7,33564,4,A
19740,29,33373,7,B
30183,1,33750,4,A
15859,4,380,5,A
33373,6,15931,5,B
19740,21,380,1,B
33371,6,15859,5,Tie
19740,7,19740,21,A
33564,4,19740,90,Tie
14435,2,33373,1,A
2889,2,13538,4,A
19740,7,17781,5,B
28265,6,13538,4,A
31038,6,7851,1,B
39477,2,19652,1,Tie
33373,1,3927,6,B
19740,4,33373,7,B
17781,6,34833,2,A
23959,1,28265,1,A
30183,1,13557,1,A
32236,9,14506,2,Tie
